,Heap_Sort,Radix_Sort_LSD
0,6.771087646484375e-05,0.007521867752075195
1,4.124641418457031e-05,0.010626077651977539
2,4.7206878662109375e-05,0.0073583126068115234
3,4.38690185546875e-05,0.00651860237121582
4,4.291534423828125e-05,0.0037534236907958984
5,4.458427429199219e-05,0.003350973129272461
6,4.291534423828125e-05,0.0028541088104248047
7,6.985664367675781e-05,0.002527952194213867
8,4.863739013671875e-05,0.0023603439331054688
9,4.291534423828125e-05,0.0021834373474121094
